Time,Q1,Q2,T1,T2
3198.354266,58,0,63.12,0
3199.356108,58,0,63.08,0
3200.373581,58,0,63.08,0
3201.373827,58,0,63.05,0
3202.375566,58,0,62.99,0
3203.381839,58,0,62.86,0
3204.382272,58,0,62.79,0
3205.384317,58,0,62.86,0
3206.385221,58,0,62.92,0
3207.385263,58,0,62.83,0
3208.394306,58,0,62.86,0
3209.394983,58,0,62.76,0
3210.414055,58,0,62.79,0
3211.414397,58,0,62.79,0
3212.414544,58,0,62.79,0
3213.414551,58,0,62.79,0
3214.434476,58,0,62.79,0
3215.435026,58,0,62.83,0
3216.435481,58,0,62.79,0
3217.435725,58,0,62.86,0
3218.436689,58,0,62.89,0
3219.450346,58,0,62.79,0
3220.451465,58,0,62.79,0
3221.452649,58,0,62.79,0
3222.453843,58,0,62.76,0
3223.454515,58,0,62.79,0
3224.455385,58,0,62.7,0
3225.455494,58,0,62.54,0
3226.474072,58,0,62.47,0
3227.47501,58,0,62.5,0
3228.475889,58,0,62.47,0
3229.476997,58,0,62.47,0
3230.478103,58,0,62.47,0
3231.494557,58,0,62.47,0
3232.495146,58,0,62.44,0
3233.514426,58,0,62.47,0
3234.515422,58,0,62.47,0
3235.516975,58,0,62.47,0
3236.519086,58,0,62.47,0
3237.519791,58,0,62.47,0
3238.534449,58,0,62.47,0
3239.536051,58,0,62.44,0
3240.536913,58,0,62.41,0
3241.538248,58,0,62.47,0
3242.539795,58,0,62.47,0
3243.540753,58,0,62.47,0
3244.541289,58,0,62.44,0
3245.542648,58,0,62.44,0
3246.543108,58,0,62.47,0
3247.553598,58,0,62.47,0
3248.553982,58,0,62.47,0
3249.574359,58,0,62.47,0
3250.575427,58,0,62.47,0
3251.576692,58,0,62.47,0
3252.583943,58,0,62.47,0
3253.604173,58,0,62.47,0
3254.624315,58,0,62.47,0
3255.624755,58,0,62.44,0
3256.625511,58,0,62.41,0
3257.626787,58,0,62.41,0
3258.644122,58,0,62.37,0
3259.646043,58,0,62.47,0
3260.653955,58,0,62.47,0
3261.654648,58,0,62.47,0
3262.656106,58,0,62.44,0
3263.674148,58,0,62.47,0
3264.675154,58,0,62.41,0
3265.693939,58,0,62.44,0
3266.70406,58,0,62.47,0
3267.705864,58,0,62.47,0
3268.706612,58,0,62.47,0
3269.707526,58,0,62.6,0
3270.714323,58,0,62.7,0
3271.715968,58,0,62.79,0
3272.734321,58,0,62.79,0
3273.736025,58,0,62.79,0
3274.737252,58,0,62.79,0
3275.738895,58,0,62.95,0
3276.739965,58,0,63.02,0
3277.749024,58,0,63.08,0
3278.749823,58,0,63.12,0
3279.75012,58,0,63.12,0
3280.750412,58,0,63.15,0
3281.754147,58,0,63.18,0
3282.764112,58,0,63.34,0
3283.764563,58,0,63.41,0
3284.765966,58,0,63.44,0
3285.766497,58,0,63.44,0
3286.774329,58,0,63.44,0
3287.775375,58,0,63.47,0
3288.784205,58,0,63.44,0
3289.784626,58,0,63.44,0
3290.799359,58,0,63.44,0
3291.800938,58,0,63.44,0
3292.814049,58,0,63.44,0
3293.814417,58,0,63.44,0
3294.833877,58,0,63.44,0
3295.835047,58,0,63.44,0
3296.836366,58,0,63.44,0
3297.844164,58,0,63.44,0
3298.845599,58,0,63.47,0
3299.864201,58,0,63.6,0
3300.873906,58,0,63.57,0
3301.875026,58,0,63.44,0
3302.879104,58,0,63.44,0
3303.879628,58,0,63.47,0
3304.879948,58,0,63.44,0
3305.881139,58,0,63.44,0
3306.882161,58,0,63.44,0
3307.882522,58,0,63.5,0
3308.89397,58,0,63.57,0
3309.894272,58,0,63.57,0
3310.894679,58,0,63.6,0
3311.895662,58,0,63.57,0
3312.895862,58,0,63.5,0
3313.897024,58,0,63.44,0
3314.898807,58,0,63.44,0
3315.899442,58,0,63.31,0
3316.900643,58,0,63.28,0
3317.901574,58,0,63.12,0
3318.903194,58,0,63.12,0
3319.914042,58,0,63.15,0
3320.91574,58,0,63.12,0
3321.924146,58,0,63.12,0
3322.924995,58,0,63.12,0
3323.926407,58,0,63.18,0
3324.927107,58,0,63.21,0
3325.939356,58,0,63.24,0
3326.940097,58,0,63.21,0
3327.958502,58,0,63.15,0
3328.959444,58,0,63.15,0
3329.9597,58,0,63.12,0
3330.964211,58,0,63.12,0
3331.970546,58,0,63.12,0
3332.978917,58,0,63.12,0
3333.979837,58,0,63.08,0
3334.98094,58,0,63.08,0
3335.981524,58,0,63.02,0
3336.98283,58,0,63.05,0
3337.99424,58,0,63.05,0
3338.995229,58,0,63.08,0
3340.01425,58,0,63.12,0
3341.014878,58,0,63.12,0
3342.016299,58,0,63.08,0
3343.017297,58,0,62.99,0
3344.018385,58,0,62.95,0
3345.039052,58,0,62.99,0
3346.039483,58,0,62.89,0
3347.041311,58,0,62.86,0
3348.053791,58,0,62.92,0
3349.054357,58,0,62.79,0
3350.059148,58,0,62.79,0
3351.06003,58,0,62.79,0
3352.060204,58,0,62.79,0
3353.061738,58,0,62.79,0
3354.073902,58,0,62.79,0
3355.074944,58,0,62.79,0
3356.075606,58,0,62.79,0
3357.076095,58,0,62.79,0
3358.076922,58,0,62.79,0
3359.084057,58,0,62.79,0
3360.085195,58,0,62.83,0
3361.093719,58,0,62.83,0
3362.094126,58,0,62.79,0
3363.094884,58,0,62.86,0
3364.095969,58,0,62.99,0
3365.096961,58,0,63.05,0
3366.0975,58,0,63.12,0
3367.113999,58,0,63.12,0
3368.114715,58,0,63.12,0
3369.115543,58,0,63.12,0
3370.116982,9,0,63.12,0
3371.11754,9,0,63.12,0
3372.118969,9,0,63.12,0
3373.133774,9,0,63.12,0
3374.1349,9,0,63.12,0
3375.135252,9,0,63.12,0
3376.143824,9,0,63.12,0
3377.144952,9,0,63.12,0
3378.153777,9,0,63.12,0
3379.15556,9,0,63.12,0
3380.15682,9,0,63.18,0
3381.157823,9,0,63.12,0
3382.158625,9,0,63.12,0
3383.159032,9,0,63.12,0
3384.16371,9,0,63.08,0
3385.183721,9,0,63.05,0
3386.184192,9,0,62.79,0
3387.204102,9,0,62.79,0
3388.204842,9,0,62.79,0
3389.213871,9,0,62.57,0
3390.214105,9,0,62.47,0
3391.215157,9,0,62.47,0
3392.215628,9,0,62.15,0
3393.224194,9,0,62.15,0
3394.2252,9,0,61.86,0
3395.24406,9,0,61.83,0
3396.245174,9,0,61.73,0
3397.26431,9,0,61.5,0
3398.265134,9,0,61.5,0
3399.274162,9,0,61.21,0
3400.27417,9,0,61.18,0
3401.275858,9,0,61.08,0
3402.276516,9,0,60.86,0
3403.278784,9,0,60.86,0
3404.279386,9,0,60.54,0
3405.280784,9,0,60.54,0
3406.281386,9,0,60.54,0
3407.28256,9,0,60.25,0
3408.284166,9,0,60.21,0
3409.284773,9,0,60.18,0
3410.294107,9,0,59.89,0
3411.294412,9,0,59.89,0
3412.31389,9,0,59.76,0
3413.315316,9,0,59.57,0
3414.323904,9,0,59.54,0
3415.324227,9,0,59.25,0
3416.333958,9,0,59.25,0
3417.33484,9,0,58.96,0
3418.335046,9,0,58.93,0
3419.353686,9,0,58.6,0
3420.354399,9,0,58.6,0
3421.36394,9,0,58.28,0
3422.383927,9,0,58.28,0
3423.385053,9,0,57.96,0
3424.386669,9,0,57.96,0
3425.386817,9,0,57.64,0
3426.387165,9,0,57.31,0
3427.393757,9,0,57.31,0
3428.394176,9,0,57.19,0
3429.394925,9,0,56.99,0
3430.39549,9,0,56.77,0
3431.396035,9,0,56.67,0
3432.414112,9,0,56.51,0
3433.415025,9,0,56.35,0
3434.434086,9,0,56.32,0
3435.435463,9,0,56.03,0
3436.45409,9,0,55.99,0
3437.455417,9,0,55.77,0
3438.45682,9,0,55.67,0
3439.457298,9,0,55.38,0
3440.457795,9,0,55.35,0
3441.458305,9,0,55.06,0
3442.459466,9,0,55.06,0
3443.460562,9,0,54.74,0
3444.473649,9,0,54.74,0
3445.474406,9,0,54.41,0
3446.475637,9,0,54.41,0
3447.493951,9,0,54.12,0
3448.495243,9,0,54.09,0
3449.514004,9,0,53.77,0
3450.514938,9,0,53.58,0
3451.53373,9,0,53.45,0
3452.534156,9,0,53.19,0
3453.538693,9,0,53.13,0
3454.539045,9,0,52.96,0
3455.554058,9,0,52.8,0
3456.554321,9,0,52.74,0
3457.554387,9,0,52.48,0
3458.566126,9,0,52.45,0
3459.567461,9,0,52.16,0
3460.573709,9,0,52.16,0
3461.583774,9,0,51.84,0
3462.584406,9,0,51.84,0
3463.585567,9,0,51.77,0
3464.594015,9,0,51.51,0
3465.594834,9,0,51.45,0
3466.613732,9,0,51.19,0
3467.633931,9,0,51.19,0
3468.635161,9,0,50.87,0
3469.653806,9,0,50.87,0
3470.655438,9,0,50.55,0
3471.658823,9,0,50.55,0
3472.659766,9,0,50.26,0
3473.673841,9,0,50.22,0
3474.675207,9,0,50.1,0
3475.677148,9,0,49.9,0
3476.678071,9,0,49.77,0
3477.693521,9,0,49.58,0
3478.693767,9,0,49.52,0
3479.695364,9,0,49.26,0
3480.698816,9,0,49.26,0
3481.699718,9,0,49.23,0
3482.713483,9,0,48.94,0
3483.713872,9,0,48.94,0
3484.714801,9,0,48.65,0
3485.714823,9,0,48.61,0
3486.714814,9,0,48.61,0
3487.715734,9,0,48.29,0
3488.716904,9,0,48.29,0
3489.733455,9,0,48.29,0
3490.733776,9,0,48.03,0
3491.743515,9,0,47.97,0
3492.744322,9,0,47.97,0
3493.753762,9,0,47.71,0
3494.770656,9,0,47.65,0
3495.77193,9,0,47.65,0
3496.773545,9,0,47.49,0
3497.775136,9,0,47.32,0
3498.793599,9,0,47.32,0
3499.813832,9,0,47,0
3500.8148,9,0,47,0
3501.815849,9,0,47,0
3502.816809,9,0,47,0
3503.817732,9,0,46.84,0
3504.81801,9,0,46.68,0
3505.819477,9,0,46.68,0
3506.819827,9,0,46.55,0
3507.820947,9,0,46.36,0
3508.82114,9,0,46.36,0
3509.821969,9,0,46.36,0
3510.822713,9,0,46.13,0
3511.833632,9,0,46.04,0
3512.838776,9,0,46.04,0
3513.839568,9,0,45.81,0
3514.853751,9,0,45.71,0
3515.855268,9,0,45.71,0
3516.863883,9,0,45.42,0
3517.883855,9,0,45.39,0
3518.884506,9,0,45.39,0
3519.903622,9,0,45.39,0
3520.904119,9,0,45.36,0
3521.913609,9,0,45.17,0
3522.913974,9,0,45.07,0
3523.914679,9,0,45.07,0
3524.923795,9,0,45.07,0
3525.924332,9,0,45.07,0
3526.925389,9,0,44.78,0
3527.926379,9,0,44.75,0
3528.933594,9,0,44.55,0
3529.933903,9,0,44.42,0
3530.953615,9,0,44.42,0
3531.954281,9,0,44.2,0
3532.973855,9,0,44.13,0
3533.975327,9,0,44.13,0
3534.977006,9,0,44.1,0
3535.993842,9,0,44.1,0
3536.994787,9,0,43.81,0
3537.996325,9,0,43.78,0
3539.003697,9,0,43.78,0
3540.004228,9,0,43.78,0
3541.004742,9,0,43.52,0
3542.00522,9,0,43.46,0
3543.023421,9,0,43.46,0
3544.024254,9,0,43.36,0
3545.033731,9,0,43.13,0
3546.03404,9,0,43.13,0
3547.034304,9,0,43.04,0
3548.04232,9,0,42.81,0
3549.042822,9,0,42.81,0
3550.053565,9,0,42.81,0
3551.054196,9,0,42.78,0
3552.05494,9,0,42.65,0
3553.056624,9,0,42.49,0
3554.060919,9,0,42.49,0
3555.063802,9,0,42.49,0
3556.064599,9,0,42.49,0
3557.065642,9,0,42.49,0
3558.066789,9,0,42.36,0
3559.067145,9,0,42.2,0
3560.073394,9,0,42.17,0
3561.074321,9,0,42.17,0
3562.076086,9,0,42.14,0
3563.076356,9,0,41.97,0
3564.077464,9,0,41.85,0
3565.093651,9,0,41.85,0
3566.094427,9,0,41.85,0
3567.095199,9,0,41.85,0
3568.096356,9,0,41.68,0
3569.096808,9,0,41.52,0
3570.098618,9,0,41.52,0
3571.100232,9,0,41.52,0
3572.113797,9,0,41.52,0
3573.115203,9,0,41.49,0
3574.116729,9,0,41.23,0
3575.133849,9,0,41.2,0
3576.134507,9,0,41.2,0
3577.138717,9,0,41.2,0
3578.139644,9,0,41.2,0
3579.141007,9,0,41.14,0
3580.141912,9,0,40.94,0
3581.143,9,0,40.88,0
3582.158463,9,0,40.88,0
3583.159838,9,0,40.88,0
3584.163816,9,0,40.88,0
3585.165281,9,0,40.59,0
3586.166492,9,0,40.56,0
3587.173732,9,0,40.56,0
3588.17855,9,0,40.49,0
3589.193719,9,0,40.33,0
3590.195536,9,0,40.23,0
3591.213351,9,0,40.23,0
3592.213708,9,0,40.23,0
3593.230621,9,0,40.23,0
3594.23116,9,0,40.23,0
3595.231813,9,0,40.04,0
3596.232707,9,0,40.01,0
3597.243561,9,0,39.91,0
3598.244176,9,0,39.91,0
3599.245744,9,0,39.91,0
3600.263961,9,0,39.91,0
3601.265462,9,0,39.78,0
3602.266623,9,0,39.59,0
3603.266574,9,0,39.59,0
3604.266881,9,0,39.59,0
3605.283469,9,0,39.56,0
3606.283847,9,0,39.56,0
3607.284657,9,0,39.36,0
3608.285136,9,0,39.36,0
3609.303264,9,0,39.27,0
3610.304911,9,0,39.27,0
3611.30686,9,0,39.27,0
3612.323367,9,0,39.27,0
3613.323842,9,0,39.27,0
3614.343465,9,0,39.27,0
3615.363498,9,0,39.2,0
3616.373877,9,0,39.17,0
3617.375166,9,0,39.07,0
3618.376176,9,0,39.01,0
3619.388525,9,0,39.01,0
3620.389633,9,0,38.95,0
3621.393702,9,0,38.95,0
3622.395108,9,0,38.95,0
3623.395465,9,0,38.95,0
3624.403784,9,0,38.85,0
3625.403969,9,0,38.75,0
3626.413271,9,0,38.62,0
3627.426338,9,0,38.62,0
3628.427849,9,0,38.62,0
3629.428655,9,0,38.62,0
3630.429975,9,0,38.62,0
3631.431391,9,0,38.62,0
3632.43224,9,0,38.4,0
3633.433411,9,0,38.33,0
3634.433952,9,0,38.3,0
3635.434476,9,0,38.3,0
3636.453275,9,0,38.3,0
3637.453939,9,0,38.24,0
3638.455064,9,0,38.01,0
3639.45621,9,0,37.98,0
3640.456611,9,0,37.98,0
3641.456872,9,0,37.98,0
3642.473415,9,0,37.95,0
3643.474897,9,0,37.98,0
3644.493749,9,0,37.72,0
3645.494337,9,0,37.66,0
3646.49471,9,0,37.66,0
3647.513503,9,0,37.66,0
3648.514561,9,0,37.66,0
3649.533351,9,0,37.66,0
3650.534528,9,0,37.66,0
3651.53458,9,0,37.66,0
3652.53462,9,0,37.62,0
3653.536232,9,0,37.53,0
3654.553526,9,0,37.37,0
3655.554922,9,0,37.33,0
3656.563566,9,0,37.33,0
3657.564321,9,0,37.33,0
3658.56516,9,0,37.33,0
3659.573408,9,0,37.33,0
3660.574573,9,0,37.21,0
3661.593609,9,0,37.11,0
3662.595448,9,0,37.04,0
3663.596458,9,0,37.01,0
3664.597512,9,0,37.01,0
3665.603315,9,0,37.01,0
3666.604417,9,0,37.01,0
3667.618545,9,0,37.01,0
3668.619493,9,0,37.01,0
3669.619567,9,0,37.01,0
3670.633568,9,0,37.01,0
3671.63455,9,0,36.98,0
3672.653626,9,0,36.75,0
3673.65503,9,0,36.72,0
3674.656136,9,0,36.69,0
3675.673358,9,0,36.69,0
3676.693178,9,0,36.69,0
3677.71313,9,0,36.69,0
3678.713747,9,0,36.69,0
3679.732856,9,0,36.69,0
3680.733801,9,0,36.69,0
3681.734903,9,0,36.59,0
3682.753181,9,0,36.53,0
3683.75443,9,0,36.4,0
3684.769547,9,0,36.37,0
3685.77057,9,0,36.37,0
3686.772202,9,0,36.37,0
3687.773245,9,0,36.37,0
3688.774117,9,0,36.3,0
3689.774477,9,0,36.37,0
3690.775057,9,0,36.37,0
3691.775941,9,0,36.33,0
3692.776252,9,0,36.27,0
3693.7936,9,0,36.33,0
3694.794648,9,0,36.37,0
3695.795873,9,0,36.33,0
3696.813237,9,0,36.3,0
3697.813872,9,0,36.24,0
3698.823193,9,0,36.21,0
3699.833473,9,0,36.14,0
3700.834784,9,0,36.21,0
3701.843093,9,0,36.17,0
3702.843815,9,0,36.11,0
3703.844551,9,0,36.04,0
3704.853164,9,0,36.04,0
3705.863345,9,0,36.04,0
3706.86422,9,0,35.88,0
3707.865672,9,0,36.04,0
3708.866428,9,0,36.01,0
3709.867205,9,0,35.79,0
3710.873266,9,0,35.72,0
3711.874941,9,0,35.72,0
3712.876098,9,0,35.72,0
3713.877176,9,0,35.72,0
3714.878157,9,0,35.72,0
3715.878422,9,0,35.72,0
3716.879323,9,0,35.72,0
3717.880254,9,0,35.72,0
3718.883357,9,0,35.69,0
3719.884654,9,0,35.56,0
3720.893241,9,0,35.46,0
3721.894416,9,0,35.4,0
3722.894851,9,0,35.4,0
3723.913185,9,0,35.43,0
3724.913265,9,0,35.4,0
3725.913726,9,0,35.4,0
3726.933189,9,0,35.4,0
3727.934118,9,0,35.4,0
3728.935129,9,0,35.4,0
3729.935439,9,0,35.4,0
3730.936946,9,0,35.4,0
3731.937449,9,0,35.4,0
3732.949795,9,0,35.4,0
3733.951259,9,0,35.4,0
3734.951646,9,0,35.4,0
3735.952384,9,0,35.4,0
3736.953134,9,0,35.4,0
3737.973077,9,0,35.24,0
3738.97334,9,0,35.11,0
3739.97356,9,0,35.14,0
3740.975025,9,0,35.08,0
3741.993217,9,0,35.08,0
3742.994406,9,0,35.08,0
3743.994916,9,0,35.08,0
3744.996088,9,0,35.08,0
3745.996108,9,0,35.08,0
3746.997218,9,0,35.08,0
3747.997632,9,0,35.08,0
3749.012979,9,0,35.05,0
3750.013111,9,0,35.08,0
3751.01388,9,0,35.08,0
3752.014484,9,0,35.08,0
3753.015129,9,0,35.08,0
3754.016126,9,0,35.08,0
3755.017189,9,0,35.08,0
3756.018389,9,0,35.08,0
3757.019557,9,0,35.08,0
3758.02065,9,0,35.08,0
3759.02171,9,0,35.08,0
3760.028345,9,0,35.08,0
3761.029296,9,0,35.08,0
3762.029447,9,0,35.05,0
3763.030395,9,0,34.76,0
3764.030693,9,0,34.76,0
3765.033475,9,0,34.76,0
3766.035084,9,0,34.76,0
3767.036088,9,0,34.76,0
3768.037015,9,0,34.76,0
3769.037357,9,0,34.76,0
3770.039045,9,0,34.72,0
3771.053136,9,0,34.76,0
3772.054016,9,0,34.76,0
3773.054684,9,0,34.76,0
3774.055872,9,0,34.76,0
3775.05672,9,0,34.76,0
3776.063342,9,0,34.76,0
3777.077477,9,0,34.63,0
3778.078534,9,0,34.56,0
3779.078888,9,0,34.53,0
3780.080946,9,0,34.43,0
3781.08218,9,0,34.43,0
3782.093209,9,0,34.43,0
3783.093748,9,0,34.43,0
3784.09427,9,0,34.43,0
3785.113191,9,0,34.43,0
3786.113476,9,0,34.43,0
3787.133174,9,0,34.43,0
3788.134545,9,0,34.43,0
3789.136022,9,0,34.43,0
3790.136859,9,0,34.43,0
3791.13705,9,0,34.43,0
3792.138428,9,0,34.43,0
3793.149952,9,0,34.37,0
3794.150271,9,0,34.3,0
3795.151725,9,0,34.3,0
3796.153182,9,0,34.21,0
3797.153856,9,0,34.21,0
3798.154263,9,0,34.14,0
3799.172967,9,0,34.11,0
3800.17404,9,0,34.11,0
3801.174356,9,0,34.11,0
3802.176014,9,0,34.11,0
3803.176755,9,0,34.11,0
3804.177627,9,0,34.11,0
3805.192963,9,0,34.11,0
3806.194106,9,0,34.11,0
3807.194365,9,0,34.11,0
3808.21302,9,0,34.11,0
3809.213713,9,0,34.11,0
3810.232931,9,0,34.11,0
3811.233845,9,0,34.05,0
3812.25332,9,0,34.01,0
3813.254179,9,0,33.98,0
3814.254615,9,0,33.89,0
3815.255666,9,0,33.89,0
3816.256706,9,0,33.82,0
3817.257797,9,0,33.82,0
3818.27332,9,0,33.79,0
3819.275124,9,0,33.79,0
3820.283123,9,0,33.82,0
3821.283443,9,0,33.79,0
3822.293004,9,0,33.79,0
3823.293292,9,0,33.79,0
3824.294519,9,0,33.79,0
3825.296153,9,0,33.79,0
3826.297505,9,0,33.79,0
3827.29763,9,0,33.79,0
3828.298047,9,0,33.79,0
3829.298475,9,0,33.79,0
3830.298894,9,0,33.79,0
3831.299487,9,0,33.79,0
3832.300456,9,0,33.79,0
3833.301216,9,0,33.79,0
3834.302079,9,0,33.79,0
3835.309009,9,0,33.79,0
3836.309588,9,0,33.79,0
3837.312812,9,0,33.79,0
3838.31894,9,0,33.79,0
3839.31971,9,0,33.79,0
3840.331377,9,0,33.76,0
3841.33205,9,0,33.76,0
3842.333112,9,0,33.69,0
3843.353061,9,0,33.69,0
3844.354644,9,0,33.72,0
3845.355889,9,0,33.66,0
3846.356986,9,0,33.69,0
3847.358199,9,0,33.47,0
3848.373394,9,0,33.5,0
3849.374195,9,0,33.5,0
3850.37551,9,0,33.5,0
3851.37697,9,0,33.53,0
3852.393299,9,0,33.5,0
3853.393985,9,0,33.47,0
3854.413288,9,0,33.47,0
3855.414944,9,0,33.47,0
3856.416362,9,0,33.47,0
3857.423131,9,0,33.47,0
3858.424029,9,0,33.43,0
3859.43322,9,0,33.47,0
3860.452815,9,0,33.47,0
3861.453101,9,0,33.47,0
3862.454087,9,0,33.47,0
3863.472799,9,0,33.47,0
3864.473086,9,0,33.47,0
3865.477949,9,0,33.47,0
3866.478936,9,0,33.47,0
3867.47926,9,0,33.47,0
3868.483045,9,0,33.47,0
3869.483367,9,0,33.47,0
3870.483701,9,0,33.47,0
3871.49322,9,0,33.47,0
3872.494805,9,0,33.47,0
3873.495734,9,0,33.47,0
3874.496833,9,0,33.47,0
3875.5032,9,0,33.47,0
3876.504034,9,0,33.47,0
3877.504209,9,0,33.47,0
3878.5042,9,0,33.47,0
3879.505182,9,0,33.47,0
3880.51272,59,0,33.47,0
3881.514014,59,0,33.47,0
3882.514018,59,0,33.47,0
3883.515357,59,0,33.47,0
3884.516874,59,0,33.47,0
3885.517076,59,0,33.47,0
3886.517772,59,0,33.47,0
3887.518218,59,0,33.47,0
3888.532985,59,0,33.5,0
3889.534356,59,0,33.56,0
3890.535769,59,0,33.66,0
3891.53946,59,0,33.66,0
3892.539745,59,0,33.79,0
3893.552812,59,0,33.79,0
3894.553017,59,0,33.79,0
3895.554251,59,0,33.79,0
3896.560751,59,0,33.92,0
3897.562396,59,0,34.01,0
3898.563384,59,0,34.11,0
3899.564144,59,0,34.11,0
3900.565486,59,0,34.14,0
3901.566481,59,0,34.37,0
3902.582726,59,0,34.43,0
3903.583382,59,0,34.47,0
3904.583545,59,0,34.76,0
3905.597905,59,0,34.76,0
3906.598814,59,0,34.76,0
3907.599858,59,0,34.92,0
3908.601292,59,0,35.08,0
3909.602505,59,0,35.08,0
3910.603518,59,0,35.34,0
3911.604247,59,0,35.4,0
3912.605564,59,0,35.56,0
3913.606751,59,0,35.72,0
3914.607371,59,0,35.72,0
3915.613182,59,0,36.01,0
3916.613909,59,0,36.04,0
3917.614853,59,0,36.37,0
3918.616007,59,0,36.37,0
3919.6165,59,0,36.46,0
3920.63273,59,0,36.69,0
3921.633534,59,0,36.75,0
3922.63505,59,0,37.01,0
3923.642624,59,0,37.04,0
3924.643148,59,0,37.33,0
3925.643643,59,0,37.33,0
3926.652909,59,0,37.5,0
3927.653121,59,0,37.66,0
3928.65347,59,0,37.69,0
3929.653688,59,0,37.98,0
3930.654827,59,0,38.01,0
3931.656808,59,0,38.2,0
3932.672812,59,0,38.3,0
3933.673612,59,0,38.46,0
3934.674891,59,0,38.62,0
3935.683012,59,0,38.72,0
3936.683892,59,0,38.95,0
3937.684764,59,0,38.95,0
3938.685735,59,0,39.2,0
3939.686161,59,0,39.27,0
3940.68672,59,0,39.49,0
3941.692686,59,0,39.59,0
3942.692956,59,0,39.78,0
3943.694212,59,0,39.91,0
3944.695767,59,0,40.01,0
3945.696557,59,0,40.23,0
3946.69774,59,0,40.3,0
3947.698082,59,0,40.56,0
3948.698987,59,0,40.56,0
3949.69968,59,0,40.85,0
3950.70033,59,0,40.88,0
